Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Inventory MoM ,Days on Market,Days on Market MoM,Days on Market YoY
"Bothell, WA",6/30/2013,$401K,167,225,270,14.90%,10,1,-20
"Bothell, WA",7/31/2013,$380K,200,198,291,7.80%,12,2,-9
"Bothell, WA",8/31/2013,$378K,148,180,307,5.50%,15,3,-5
"Bothell, WA",9/30/2013,$348K,154,176,316,2.90%,20,5,-7
"Bothell, WA",10/31/2013,$379K,127,122,270,-14.60%,19,-1,-16
"Bothell, WA",11/30/2013,$395K,145,80,249,-7.80%,31,12,6
"Bothell, WA",12/31/2013,$384K,90,119,244,-2.00%,36,5,-4
"Bothell, WA",1/31/2014,$432K,102,167,263,7.80%,29,-7,2
"Bothell, WA",2/28/2014,$418K,139,196,284,8.00%,20,-9,3
"Bothell, WA",3/31/2014,$422K,132,232,326,14.80%,17,-3,4
"Bothell, WA",4/30/2014,$420K,181,278,350,7.40%,14,-3,2
"Bothell, WA",5/31/2014,$439K,212,268,398,13.70%,11,-3,2
"Bothell, WA",6/30/2014,$397K,208,222,440,10.60%,15,4,5
"Bothell, WA",7/31/2014,$439K,191,193,435,-1.10%,15,0,3
"Bothell, WA",8/31/2014,$425K,150,176,424,-2.50%,17,2,2
"Bothell, WA",9/30/2014,$430K,163,178,421,-0.70%,35,18,15
"Bothell, WA",10/31/2014,$454K,147,83,358,-15.00%,38,3,19
"Bothell, WA",11/30/2014,$450K,152,89,309,-13.70%,49,11,18
"Bothell, WA",12/31/2014,$470K,117,140,273,-11.70%,77,28,41
"Bothell, WA",1/31/2015,$445K,139,182,263,-3.70%,62,-15,33
"Bothell, WA",2/28/2015,$456K,182,236,266,1.10%,33,-29,13
"Bothell, WA",3/31/2015,$454K,184,256,286,7.50%,14,-19,-3
"Bothell, WA",4/30/2015,$452K,213,261,310,8.40%,17,3,3
"Bothell, WA",5/31/2015,$456K,211,259,335,8.10%,9,-8,-2
"Bothell, WA",6/30/2015,$448K,226,246,336,0.30%,11,2,-4
"Bothell, WA",7/31/2015,$451K,210,219,369,9.80%,14,3,-1
"Bothell, WA",8/31/2015,$450K,197,182,332,-10.00%,16,2,-1
"Bothell, WA",9/30/2015,$450K,172,177,291,-12.30%,24,8,-11
"Bothell, WA",10/31/2015,$469K,150,117,231,-20.60%,29,5,-9
"Bothell, WA",11/30/2015,$490K,197,109,177,-23.40%,32,3,-17
"Bothell, WA",12/31/2015,$475K,135,170,175,-1.10%,23,-9,-54
"Bothell, WA",1/31/2016,$500K,140,210,174,-0.60%,19,-4,-43
"Bothell, WA",2/29/2016,$493K,206,251,174,0.00%,8,-11,-25
"Bothell, WA",3/31/2016,$480K,194,296,209,20.10%,8,0,-6
"Bothell, WA",4/30/2016,$498K,206,270,192,-8.10%,7,-1,-10
"Bothell, WA",5/31/2016,$490K,274,307,239,24.50%,7,0,-2
"Bothell, WA",6/30/2016,$507K,240,283,256,7.10%,7,0,-4
"Bothell, WA",7/31/2016,$520K,294,235,239,-6.60%,9,2,-5
"Bothell, WA",8/31/2016,$499K,265,243,247,3.30%,8,-1,-8
"Bothell, WA",9/30/2016,$511K,217,188,203,-17.80%,12,4,-12
"Bothell, WA",10/31/2016,$551K,203,140,161,-20.70%,10,-2,-19
"Bothell, WA",11/30/2016,$545K,189,78,118,-26.70%,20,10,-12
"Bothell, WA",12/31/2016,$549K,141,142,103,-12.70%,20,0,-3
"Bothell, WA",1/31/2017,$568K,144,156,84,-18.40%,15,-5,-4
"Bothell, WA",2/28/2017,$610K,181,222,96,14.30%,8,-7,0
"Bothell, WA",3/31/2017,$578K,170,205,106,10.40%,6,-2,-2
"Bothell, WA",4/30/2017,$608K,234,296,140,32.10%,7,1,0
"Bothell, WA",5/31/2017,$590K,268,278,145,3.60%,7,0,0
"Bothell, WA",6/30/2017,$630K,255,258,188,29.70%,7,0,0
"Bothell, WA",7/31/2017,$600K,222,242,185,-1.60%,7,0,-2
"Bothell, WA",8/31/2017,$590K,225,210,205,10.80%,8,1,0
"Bothell, WA",9/30/2017,$601K,200,188,199,-2.90%,11,3,-1
"Bothell, WA",10/31/2017,$625K,191,127,142,-28.60%,9,-2,-1
"Bothell, WA",11/30/2017,$680K,177,96,98,-31.00%,10,1,-10
"Bothell, WA",12/31/2017,$633K,119,150,104,6.10%,8,-2,-12
"Bothell, WA",1/31/2018,$681K,126,175,123,18.30%,6,-2,-9
"Bothell, WA",2/28/2018,$703K,181,243,113,-8.10%,6,0,-2
"Bothell, WA",3/31/2018,$680K,208,239,151,33.60%,6,0,0
"Bothell, WA",4/30/2018,$721K,237,335,243,60.90%,7,1,0
"Bothell, WA",5/31/2018,$660K,240,297,315,29.60%,7,0,0
"Bothell, WA",6/30/2018,$678K,207,252,323,2.50%,10,3,3
"Bothell, WA",7/31/2018,$670K,222,245,411,27.20%,13,3,6
"Bothell, WA",8/31/2018,$649K,168,210,439,6.80%,20,7,12
"Bothell, WA",9/30/2018,$638K,197,148,389,-11.40%,34,14,23
"Bothell, WA",10/31/2018,$655K,164,99,310,-20.30%,32,-2,23
"Bothell, WA",11/30/2018,$655K,157,93,270,-12.90%,54,22,44
"Bothell, WA",12/31/2018,$665K,94,171,270,0.00%,50,-4,42
"Bothell, WA",1/31/2019,$690K,149,139,236,-12.60%,47,-3,41
"Bothell, WA",2/28/2019,$682K,173,242,255,8.10%,28,-19,22
"Bothell, WA",3/31/2019,$688K,196,253,257,0.80%,12,-16,6
"Bothell, WA",4/30/2019,$655K,214,319,350,36.20%,14,2,7
"Bothell, WA",5/31/2019,$609K,235,208,347,-0.90%,16,2,9
"Bothell, WA",6/30/2019,$610K,211,207,333,-4.00%,18,2,8
"Bothell, WA",7/31/2019,$645K,189,200,323,-3.00%,25,7,12
"Bothell, WA",8/31/2019,$652K,196,184,314,-2.80%,21,-4,1
"Bothell, WA",9/30/2019,$666K,162,122,239,-23.90%,23,2,-11
"Bothell, WA",10/31/2019,$601K,174,123,169,-29.30%,29,6,-3
"Bothell, WA",11/30/2019,$644K,180,68,117,-30.80%,38,9,-16
"Bothell, WA",12/31/2019,$634K,106,149,113,-3.40%,52,14,2
"Bothell, WA",1/31/2020,$685K,120,145,103,-8.80%,12,-40,-35
"Bothell, WA",2/29/2020,$644K,140,211,149,44.70%,6,-6,-22
"Bothell, WA",3/31/2020,$680K,133,152,168,12.80%,5,-1,-7
"Bothell, WA",4/30/2020,$643K,106,160,145,-13.70%,8,3,-6
"Bothell, WA",5/31/2020,$711K,190,221,122,-15.90%,9,1,-7
"Bothell, WA",6/30/2020,$694K,216,254,136,11.50%,7,-2,-11
"Bothell, WA",7/31/2020,$688K,214,194,113,-16.90%,7,0,-18
"Bothell, WA",8/31/2020,$700K,233,221,95,-15.90%,6,-1,-15
"Bothell, WA",9/30/2020,$750K,233,190,99,4.20%,5,-1,-18
"Bothell, WA",10/31/2020,$723K,160,108,53,-46.50%,5,0,-24
"Bothell, WA",11/30/2020,$718K,164,109,41,-22.60%,6,1,-32
"Bothell, WA",12/31/2020,$758K,102,138,49,19.50%,6,0,-46
"Bothell, WA",1/31/2021,$782K,126,157,44,-10.20%,6,0,-6
"Brier, WA",1/31/2012,$540K,7,5,26,-7.10%,147,71,38
"Brier, WA",2/29/2012,$500K,1,3,24,-7.70%,142,-5,49
"Brier, WA",3/31/2012,$275K,4,5,15,-37.50%,103,-39,-59
"Brier, WA",4/30/2012,$500K,9,8,13,-13.30%,102,-1,25
"Brier, WA",5/31/2012,$310K,9,4,9,-30.80%,27,-75,-52
"Brier, WA",6/30/2012,$310K,4,7,9,0.00%,141,114,121
"Brier, WA",7/31/2012,$285K,10,7,8,-11.10%,77,-64,47
"Brier, WA",8/31/2012,$330K,5,4,6,-25.00%,30,-47,-36
"Brier, WA",9/30/2012,$280K,6,7,9,50.00%,129,99,39
"Brier, WA",10/31/2012,$340K,3,3,8,-11.10%,14,-115,-1
"Brier, WA",11/30/2012,$360K,7,4,8,0.00%,32,18,-26
"Brier, WA",12/31/2012,$342K,1,8,11,37.50%,5,-27,-71
"Brier, WA",1/31/2013,$350K,5,7,14,27.30%,51,46,-96
"Brier, WA",2/28/2013,$330K,6,12,14,0.00%,12,-39,-130
"Brier, WA",3/31/2013,$326K,11,10,10,-28.60%,13,1,-90
"Brier, WA",4/30/2013,$402K,12,12,9,-10.00%,17,4,-85
"Brier, WA",5/31/2013,$299K,10,12,18,100.00%,7,-10,-20
"Brier, WA",6/30/2013,$400K,8,10,20,11.10%,21,14,-120
"Brier, WA",7/31/2013,$274K,6,3,15,-25.00%,12,-9,-65
"Brier, WA",8/31/2013,$460K,4,5,15,0.00%,36,24,6
"Brier, WA",9/30/2013,$299K,7,6,11,-26.70%,35,-1,-94
"Brier, WA",10/31/2013,$359K,7,9,14,27.30%,15,-20,1
"Brier, WA",11/30/2013,$315K,7,3,14,0.00%,10,-5,-22
"Brier, WA",12/31/2013,$462K,2,9,13,-7.10%,31,21,26
"Brier, WA",1/31/2014,$447K,9,9,15,15.40%,63,32,12
"Brier, WA",2/28/2014,$440K,7,13,14,-6.70%,27,-36,15
"Brier, WA",3/31/2014,$410K,7,7,12,-14.30%,113,86,100
"Brier, WA",4/30/2014,$562K,4,16,16,33.30%,32,-81,15
"Brier, WA",5/31/2014,$394K,11,10,17,6.30%,7,-25,0
"Brier, WA",6/30/2014,$405K,3,10,20,17.60%,4,-3,-17
"Brier, WA",7/31/2014,$335K,9,4,17,-15.00%,25,21,13
"Brier, WA",8/31/2014,$450K,9,6,14,-17.60%,11,-14,-25
"Brier, WA",9/30/2014,$397K,12,10,14,0.00%,12,1,-23
"Brier, WA",10/31/2014,$670K,9,2,9,-35.70%,33,21,18
"Brier, WA",11/30/2014,$436K,6,2,6,-33.30%,7,-26,-3
"Brier, WA",12/31/2014,$590K,5,8,12,100.00%,41,34,10
"Brier, WA",1/31/2015,$401K,5,6,9,-25.00%,15,-26,-48
"Brier, WA",2/28/2015,$440K,6,10,8,-11.10%,5,-10,-22
"Brier, WA",3/31/2015,$637K,12,9,7,-12.50%,25,20,-88
"Brier, WA",4/30/2015,$490K,7,12,12,71.40%,6,-19,-26
"Brier, WA",5/31/2015,$460K,15,12,14,16.70%,11,5,4
"Brier, WA",6/30/2015,$456K,8,10,12,-14.30%,9,-2,5
"Brier, WA",7/31/2015,$420K,11,14,15,25.00%,7,-2,-18
"Brier, WA",8/31/2015,$435K,10,7,15,0.00%,31,24,20
"Brier, WA",9/30/2015,$362K,4,9,12,-20.00%,16,-15,4
"Brier, WA",10/31/2015,$535K,5,4,8,-33.30%,21,5,-12
"Brier, WA",11/30/2015,$419K,10,1,6,-25.00%,57,36,50
"Brier, WA",12/31/2015,$644K,5,4,4,-33.30%,50,-7,9
"Brier, WA",1/31/2016,$469K,5,2,3,-25.00%,10,-40,-5
"Brier, WA",2/29/2016,$533K,5,9,6,100.00%,9,-1,4
"Brier, WA",3/31/2016,$520K,3,16,9,50.00%,4,-5,-21
"Brier, WA",4/30/2016,$525K,17,13,8,-11.10%,7,3,1
"Brier, WA",5/31/2016,$481K,14,11,8,0.00%,7,0,-4
"Brier, WA",6/30/2016,$551K,10,11,13,62.50%,8,1,-1
"Brier, WA",7/31/2016,$525K,5,9,12,-7.70%,5,-3,-2
"Brier, WA",8/31/2016,$480K,6,12,13,8.30%,11,6,-20
"Brier, WA",9/30/2016,$468K,9,5,8,-38.50%,10,-1,-6
"Brier, WA",10/31/2016,$518K,10,6,6,-25.00%,9,-1,-12
"Brier, WA",11/30/2016,$500K,7,3,2,-66.70%,46,37,-11
"Brier, WA",12/31/2016,$565K,9,4,3,50.00%,28,-18,-22
"Brier, WA",1/31/2017,$433K,3,4,5,66.70%,7,-21,-3
"Brier, WA",2/28/2017,$500K,4,6,2,-60.00%,8,1,-1
"Brier, WA",3/31/2017,$415K,4,7,4,100.00%,13,5,9
"Brier, WA",4/30/2017,$500K,9,14,9,125.00%,7,-6,0
"Brier, WA",5/31/2017,$658K,6,11,11,22.20%,8,1,1
"Brier, WA",6/30/2017,$631K,9,9,11,0.00%,8,0,0
"Brier, WA",7/31/2017,$575K,13,11,6,-45.50%,12,4,7
"Brier, WA",8/31/2017,$610K,12,12,5,-16.70%,8,-4,-3
"Brier, WA",9/30/2017,$623K,14,6,2,-60.00%,11,3,1
"Brier, WA",10/31/2017,$555K,7,8,5,150.00%,14,3,5
"Brier, WA",11/30/2017,$660K,5,3,3,-40.00%,4,-10,-42
"Brier, WA",12/31/2017,$750K,5,4,,,4,0,-24
"Brier, WA",1/31/2018,$780K,6,6,2,,8,4,1
"Brier, WA",2/28/2018,$825K,7,5,4,100.00%,8,0,0
"Brier, WA",3/31/2018,$570K,3,9,5,25.00%,5,-3,-8
"Brier, WA",4/30/2018,$605K,7,13,9,80.00%,5,0,-2
"Brier, WA",5/31/2018,$911K,8,13,9,0.00%,13,8,5
"Brier, WA",6/30/2018,$635K,14,6,10,11.10%,10,-3,2
"Brier, WA",7/31/2018,$750K,4,14,14,40.00%,28,18,16
"Brier, WA",8/31/2018,$550K,8,17,26,85.70%,10,-18,2
"Brier, WA",9/30/2018,$680K,7,7,22,-15.40%,25,15,14
"Brier, WA",10/31/2018,$570K,7,7,19,-13.60%,34,9,20
"Brier, WA",11/30/2018,$500K,7,3,18,-5.30%,12,-22,8
"Brier, WA",12/31/2018,$515K,5,6,11,-38.90%,61,49,57
"Brier, WA",1/31/2019,$521K,8,4,12,9.10%,63,2,55
"Brier, WA",2/28/2019,$799K,7,17,10,-16.70%,8,-55,0
"Brier, WA",3/31/2019,$870K,13,13,15,50.00%,18,10,13
"Brier, WA",4/30/2019,$625K,11,15,14,-6.70%,7,-11,2
"Brier, WA",5/31/2019,$656K,13,10,10,-28.60%,16,9,3
"Brier, WA",6/30/2019,$675K,15,13,13,30.00%,14,-2,4
"Brier, WA",7/31/2019,$719K,8,8,16,23.10%,13,-1,-15
"Brier, WA",8/31/2019,$600K,3,11,15,-6.30%,26,13,16
"Brier, WA",9/30/2019,$743K,12,6,13,-13.30%,57,31,32
"Brier, WA",10/31/2019,$606K,8,4,10,-23.10%,55,-2,21
"Brier, WA",11/30/2019,$592K,6,2,6,-40.00%,13,-42,1
"Brier, WA",12/31/2019,$615K,9,5,7,16.70%,82,69,21
"Brier, WA",1/31/2020,$660K,3,3,7,0.00%,4,-78,-59
"Brier, WA",2/29/2020,$748K,4,4,5,-28.60%,45,41,37
"Brier, WA",3/31/2020,$742K,4,6,6,20.00%,44,-1,26
"Brier, WA",4/30/2020,$656K,4,5,5,-16.70%,11,-33,4
"Brier, WA",5/31/2020,$630K,6,9,4,-20.00%,14,3,-2
"Brier, WA",6/30/2020,$744K,12,13,12,200.00%,8,-6,-6
"Brier, WA",7/31/2020,$663K,10,11,4,-66.70%,14,6,1
"Brier, WA",8/31/2020,$675K,12,9,4,0.00%,5,-9,-21
"Brier, WA",9/30/2020,$753K,7,14,4,0.00%,5,0,-52
"Brier, WA",10/31/2020,$713K,14,2,1,-75.00%,5,0,-50
"Brier, WA",11/30/2020,"$1,050K",5,5,1,0.00%,13,8,0
"Brier, WA",12/31/2020,$870K,7,8,3,200.00%,3,-10,-79
"Brier, WA",1/31/2021,$708K,6,4,1,-66.70%,5,2,1
"Burien, WA",1/31/2012,$181K,36,59,189,1.10%,91,0,-54
"Burien, WA",2/29/2012,$194K,44,51,174,-7.90%,107,16,-45
"Burien, WA",3/31/2012,$211K,50,39,155,-10.90%,75,-32,15
"Burien, WA",4/30/2012,$194K,49,78,169,9.00%,43,-32,-5
"Burien, WA",5/31/2012,$220K,40,56,154,-8.90%,35,-8,-19
"Burien, WA",6/30/2012,$235K,61,70,155,0.60%,31,-4,-61
"Burien, WA",7/31/2012,$175K,67,62,158,1.90%,65,34,11
"Burien, WA",8/31/2012,$194K,40,59,164,3.80%,42,-23,-41
"Burien, WA",9/30/2012,$202K,51,55,148,-9.80%,31,-11,-45
"Burien, WA",10/31/2012,$240K,45,42,129,-12.80%,45,14,-20
"Burien, WA",11/30/2012,$232K,54,36,126,-2.30%,41,-4,-29
"Burien, WA",12/31/2012,$184K,36,57,127,0.80%,62,21,-29
"Burien, WA",1/31/2013,$215K,39,52,121,-4.70%,41,-21,-50
"Burien, WA",2/28/2013,$190K,49,71,116,-4.10%,18,-23,-89
"Burien, WA",3/31/2013,$242K,67,74,123,6.00%,25,7,-50
"Burien, WA",4/30/2013,$250K,59,78,138,12.20%,13,-12,-30
"Burien, WA",5/31/2013,$240K,52,75,159,15.20%,30,17,-5
"Burien, WA",6/30/2013,$250K,64,79,176,10.70%,29,-1,-2
"Burien, WA",7/31/2013,$275K,57,80,183,4.00%,18,-11,-47
"Burien, WA",8/31/2013,$245K,55,72,196,7.10%,17,-1,-25
"Burien, WA",9/30/2013,$245K,56,59,188,-4.10%,25,8,-6
"Burien, WA",10/31/2013,$250K,41,38,169,-10.10%,39,14,-6
"Burien, WA",11/30/2013,$230K,35,28,146,-13.60%,41,2,0
"Burien, WA",12/31/2013,$219K,38,53,139,-4.80%,64,23,2
"Burien, WA",1/31/2014,$254K,43,67,142,2.20%,54,-10,13
"Burien, WA",2/28/2014,$263K,48,52,129,-9.20%,36,-18,18
"Burien, WA",3/31/2014,$272K,54,67,123,-4.70%,39,3,14
"Burien, WA",4/30/2014,$250K,59,69,130,5.70%,43,4,30
"Burien, WA",5/31/2014,$267K,68,58,127,-2.30%,17,-26,-13
"Burien, WA",6/30/2014,$283K,47,77,154,21.30%,21,4,-8
"Burien, WA",7/31/2014,$255K,53,61,151,-1.90%,36,15,18
"Burien, WA",8/31/2014,$283K,60,74,154,2.00%,25,-11,8
"Burien, WA",9/30/2014,$245K,56,42,149,-3.20%,27,2,2
"Burien, WA",10/31/2014,$269K,40,30,126,-15.40%,44,17,5
"Burien, WA",11/30/2014,$275K,41,30,102,-19.00%,48,4,7
"Burien, WA",12/31/2014,$250K,39,49,94,-7.80%,29,-19,-35
"Burien, WA",1/31/2015,$260K,38,66,101,7.40%,57,28,3
"Burien, WA",2/28/2015,$246K,70,64,87,-13.90%,18,-39,-18
"Burien, WA",3/31/2015,$286K,56,80,93,6.90%,9,-9,-30
"Burien, WA",4/30/2015,$310K,68,84,109,17.20%,8,-1,-35
"Burien, WA",5/31/2015,$310K,56,62,113,3.70%,11,3,-6
"Burien, WA",6/30/2015,$310K,65,73,118,4.40%,11,0,-10
"Burien, WA",7/31/2015,$325K,61,70,110,-6.80%,13,2,-23
"Burien, WA",8/31/2015,$290K,77,69,119,8.20%,10,-3,-15
"Burien, WA",9/30/2015,$295K,45,67,114,-4.20%,23,13,-4
"Burien, WA",10/31/2015,$306K,62,37,100,-12.30%,23,0,-21
"Burien, WA",11/30/2015,$330K,47,33,81,-19.00%,43,20,-5
"Burien, WA",12/31/2015,$324K,39,40,73,-9.90%,18,-25,-11
"Burien, WA",1/31/2016,$333K,42,49,67,-8.20%,40,22,-17
"Burien, WA",2/29/2016,$385K,47,71,81,20.90%,10,-30,-8
"Burien, WA",3/31/2016,$325K,53,75,92,13.60%,17,7,8
"Burien, WA",4/30/2016,$370K,64,78,89,-3.30%,10,-7,2
"Burien, WA",5/31/2016,$383K,81,98,104,16.90%,8,-2,-3
"Burien, WA",6/30/2016,$375K,74,95,111,6.70%,8,0,-3
"Burien, WA",7/31/2016,$357K,76,79,113,1.80%,10,2,-3
"Burien, WA",8/31/2016,$332K,68,73,121,7.10%,12,2,2
"Burien, WA",9/30/2016,$356K,54,51,113,-6.60%,17,5,-6
"Burien, WA",10/31/2016,$323K,49,40,81,-28.30%,11,-6,-12
"Burien, WA",11/30/2016,$350K,64,30,58,-28.40%,28,17,-15
"Burien, WA",12/31/2016,$366K,56,42,52,-10.30%,30,2,12
"Burien, WA",1/31/2017,$367K,36,44,42,-19.20%,29,-1,-11
"Burien, WA",2/28/2017,$352K,58,71,50,19.00%,11,-18,1
"Burien, WA",3/31/2017,$403K,58,81,61,22.00%,8,-3,-9
"Burien, WA",4/30/2017,$395K,71,86,63,3.30%,7,-1,-3
"Burien, WA",5/31/2017,$422K,72,86,71,12.70%,8,1,0
"Burien, WA",6/30/2017,$425K,73,91,84,18.30%,7,-1,-1
"Burien, WA",7/31/2017,$399K,84,74,75,-10.70%,9,2,-1
"Burien, WA",8/31/2017,$392K,74,68,81,8.00%,11,2,-1
"Burien, WA",9/30/2017,$404K,73,56,74,-8.60%,9,-2,-8
"Burien, WA",10/31/2017,$410K,52,52,55,-25.70%,9,0,-2
"Burien, WA",11/30/2017,$425K,56,24,43,-21.80%,12,3,-16
"Burien, WA",12/31/2017,$363K,36,47,44,2.30%,20,8,-10
"Burien, WA",1/31/2018,$437K,39,48,44,0.00%,9,-11,-20
"Burien, WA",2/28/2018,$468K,52,71,46,4.50%,8,-1,-3
"Burien, WA",3/31/2018,$505K,64,79,64,39.10%,8,0,0
"Burien, WA",4/30/2018,$465K,70,99,76,18.80%,9,1,2
"Burien, WA",5/31/2018,$476K,77,89,96,26.30%,7,-2,-1
"Burien, WA",6/30/2018,$479K,60,72,107,11.50%,10,3,3
"Burien, WA",7/31/2018,$400K,59,67,115,7.50%,16,6,7
"Burien, WA",8/31/2018,$455K,45,64,119,3.50%,18,2,7
"Burien, WA",9/30/2018,$392K,46,53,113,-5.00%,23,5,14
"Burien, WA",10/31/2018,$418K,49,57,102,-9.70%,31,8,22
"Burien, WA",11/30/2018,$402K,61,19,75,-26.50%,35,4,23
"Burien, WA",12/31/2018,$408K,32,30,70,-6.70%,63,28,43
"Burien, WA",1/31/2019,$433K,24,34,77,10.00%,41,-22,32
"Burien, WA",2/28/2019,$408K,30,69,86,11.70%,21,-20,13
"Burien, WA",3/31/2019,$443K,58,70,73,-15.10%,9,-12,1
"Burien, WA",4/30/2019,$470K,83,103,92,26.00%,8,-1,-1
"Burien, WA",5/31/2019,$452K,73,68,91,-1.10%,8,0,1
"Burien, WA",6/30/2019,$440K,66,64,91,0.00%,11,3,1
"Burien, WA",7/31/2019,$455K,61,70,98,7.70%,12,1,-4
"Burien, WA",8/31/2019,$430K,51,61,104,6.10%,18,6,0
"Burien, WA",9/30/2019,$468K,56,33,80,-23.10%,23,5,0
"Burien, WA",10/31/2019,$480K,41,30,66,-17.50%,30,7,-1
"Burien, WA",11/30/2019,$500K,37,11,43,-34.80%,37,7,2
"Burien, WA",12/31/2019,$466K,29,37,34,-20.90%,44,7,-19
"Burien, WA",1/31/2020,$440K,36,37,37,8.80%,50,6,9
"Burien, WA",2/29/2020,$493K,35,64,48,29.70%,10,-40,-11
"Burien, WA",3/31/2020,$473K,38,48,64,33.30%,6,-4,-3
"Burien, WA",4/30/2020,$507K,37,63,62,-3.10%,19,13,11
"Burien, WA",5/31/2020,$500K,57,64,70,12.90%,12,-7,4
"Burien, WA",6/30/2020,$495K,57,80,83,18.60%,7,-5,-4
"Burien, WA",7/31/2020,$520K,67,90,80,-3.60%,8,1,-4
"Burien, WA",8/31/2020,$517K,69,70,81,1.30%,7,-1,-11
"Burien, WA",9/30/2020,$489K,82,64,64,-21.00%,11,4,-12
"Burien, WA",10/31/2020,$504K,59,41,52,-18.80%,8,-3,-22
"Burien, WA",11/30/2020,$518K,53,41,43,-17.30%,19,11,-18
"Burien, WA",12/31/2020,$491K,46,35,39,-9.30%,20,1,-24
"Burien, WA",1/31/2021,$530K,36,46,23,-41.00%,9,-11,-41
"Des Moines, WA",1/31/2012,$185K,19,32,131,-5.10%,116,32,38
"Des Moines, WA",2/29/2012,$151K,24,41,124,-5.30%,60,-56,-26
"Des Moines, WA",3/31/2012,$168K,31,33,113,-8.90%,96,36,24
"Des Moines, WA",4/30/2012,$175K,44,46,104,-8.00%,89,-7,-18
"Des Moines, WA",5/31/2012,$189K,37,31,98,-5.80%,103,14,44
"Des Moines, WA",6/30/2012,$163K,33,48,111,13.30%,35,-68,-43
"Des Moines, WA",7/31/2012,$148K,36,42,114,2.70%,32,-3,-48
"Des Moines, WA",8/31/2012,$186K,18,34,110,-3.50%,31,-1,-36
"Des Moines, WA",9/30/2012,$170K,36,31,102,-7.30%,38,7,-26
"Des Moines, WA",10/31/2012,$173K,24,27,97,-4.90%,43,5,-34
"Des Moines, WA",11/30/2012,$196K,34,22,85,-12.40%,50,7,-24
"Des Moines, WA",12/31/2012,$186K,23,23,74,-12.90%,55,5,-29
"Des Moines, WA",1/31/2013,$168K,16,41,83,12.20%,63,8,-53
"Des Moines, WA",2/28/2013,$175K,27,50,76,-8.40%,21,-42,-39
"Des Moines, WA",3/31/2013,$215K,42,56,95,25.00%,25,4,-71
"Des Moines, WA",4/30/2013,$230K,45,70,116,22.10%,21,-4,-68
"Des Moines, WA",5/31/2013,$221K,46,51,121,4.30%,24,3,-79
"Des Moines, WA",6/30/2013,$226K,42,53,131,8.30%,15,-9,-20
"Des Moines, WA",7/31/2013,$243K,33,43,124,-5.30%,18,3,-14
"Des Moines, WA",8/31/2013,$231K,36,51,138,11.30%,39,21,8
"Des Moines, WA",9/30/2013,$191K,44,27,123,-10.90%,42,3,4
"Des Moines, WA",10/31/2013,$208K,24,19,102,-17.10%,40,-2,-3
"Des Moines, WA",11/30/2013,$230K,36,18,94,-7.80%,69,29,19
"Des Moines, WA",12/31/2013,$193K,20,31,92,-2.10%,45,-24,-10
"Des Moines, WA",1/31/2014,$227K,16,46,94,2.20%,12,-33,-51
"Des Moines, WA",2/28/2014,$254K,47,48,96,2.10%,46,34,25
"Des Moines, WA",3/31/2014,$254K,36,58,92,-4.20%,30,-16,5
"Des Moines, WA",4/30/2014,$231K,44,71,98,6.50%,15,-15,-6
"Des Moines, WA",5/31/2014,$257K,53,51,101,3.10%,25,10,1
"Des Moines, WA",6/30/2014,$267K,45,45,103,2.00%,27,2,12
"Des Moines, WA",7/31/2014,$252K,49,52,116,12.60%,42,15,24
"Des Moines, WA",8/31/2014,$267K,32,55,131,12.90%,14,-28,-25
"Des Moines, WA",9/30/2014,$248K,32,44,134,2.30%,28,14,-14
"Des Moines, WA",10/31/2014,$242K,36,26,113,-15.70%,26,-2,-14
"Des Moines, WA",11/30/2014,$258K,35,25,107,-5.30%,39,13,-30
"Des Moines, WA",12/31/2014,$260K,25,28,102,-4.70%,51,12,6
"Des Moines, WA",1/31/2015,$205K,21,32,80,-21.60%,113,62,101
"Des Moines, WA",2/28/2015,$281K,43,41,83,3.80%,79,-34,33
"Des Moines, WA",3/31/2015,$253K,38,68,92,10.80%,27,-52,-3
"Des Moines, WA",4/30/2015,$279K,48,41,80,-13.00%,9,-18,-6
"Des Moines, WA",5/31/2015,$283K,51,49,81,1.30%,15,6,-10
"Des Moines, WA",6/30/2015,$280K,53,67,97,19.80%,14,-1,-13
"Des Moines, WA",7/31/2015,$300K,41,46,83,-14.40%,12,-2,-30
"Des Moines, WA",8/31/2015,$297K,45,37,72,-13.30%,16,4,2
"Des Moines, WA",9/30/2015,$297K,47,37,59,-18.10%,18,2,-10
"Des Moines, WA",10/31/2015,$268K,29,35,62,5.10%,16,-2,-10
"Des Moines, WA",11/30/2015,$275K,40,23,50,-19.40%,12,-4,-27
"Des Moines, WA",12/31/2015,$279K,28,36,58,16.00%,27,15,-24
"Des Moines, WA",1/31/2016,$293K,30,32,51,-12.10%,28,1,-85
"Des Moines, WA",2/29/2016,$300K,45,45,54,5.90%,14,-14,-65
"Des Moines, WA",3/31/2016,$350K,32,63,73,35.20%,7,-7,-20
"Des Moines, WA",4/30/2016,$324K,46,58,70,-4.10%,9,2,0
"Des Moines, WA",5/31/2016,$292K,51,67,88,25.70%,8,-1,-7
"Des Moines, WA",6/30/2016,$328K,48,67,97,10.20%,10,2,-4
"Des Moines, WA",7/31/2016,$316K,61,52,82,-15.50%,9,-1,-3
"Des Moines, WA",8/31/2016,$320K,47,60,93,13.40%,26,17,10
